종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"228340","동양파일","1940","-80","-3.96",,,,,"5777","0.34","0","0.00"
"088910","동우팜투테이블","2425","-70","-2.81","1100","2.20",,,"9312","0.26","50","2.06"
"094170","동운아나텍","50200","-4900","-8.89","52","965.38","556","90.29","3424","14.66","170","0.34"
"013120","동원개발","2630","-75","-2.77","290","9.07",,,"11867","0.22","90","3.42"
"018500","동원금속","1800","0","0.00","453","3.97",,,"2844","0.63","50","2.78"
"006040","동원산업","36900","-1500","-3.91","8793","4.20","7459","4.95","79927","0.46","1150","3.12"
"030720","동원수산","6810","20","0.29","1664","4.09",,,"12115","0.56","0","0.00"
"014820","동원시스템즈","25100","-750","-2.90","1834","13.69",,,"29468","0.85","900","3.59"
"014825","동원시스템즈우","16150","-90","-0.55",,,,,,,"1000","6.19"
"111380","동인기연","13400","-280","-2.05","1967","6.81",,,"25695","0.52","680","5.07"
"163560","동일고무벨트","6970","-250","-3.46","767","9.09",,,"17082","0.41","150","2.15"
"109860","동일금속","7420","0","0.00","596","12.45",,,"18440","0.40","320","4.31"
"032960","동일기연","12640","340","2.76","1691","7.47",,,"18847","0.67","500","3.96"
"004890","동일산업","37400","-300","-0.80",,,,,"189781","0.20","1000","2.67"
"023790","동일스틸럭스","1249","0","0.00",,,,,"772","1.62","0","0.00"
"002690","동일제강","1538","-47","-2.97","69","22.29",,,"7764","0.20","0","0.00"
"005290","동진쎄미켐","56200","-2700","-4.58","1927","29.16",,,"21091","2.66","650","1.16"
"025900","동화기업","10120","-490","-4.62",,,,,"17795","0.57","0","0.00"
"000020","동화약품","5860","60","1.03","313","18.72",,,"13692","0.43","65","1.11"
"000150","두산","1676000","-44000","-2.56","4230","396.22","27765","60.36","87399","19.18","4000","0.24"
"000157","두산2우B","559000","-41000","-6.83",,,,,,,"4000","0.72"
"454910","두산로보틱스","101200","-3200","-3.07",,,,,"5378","18.82","0","0.00"
"241560","두산밥캣","71800","-1400","-1.91","4196","17.11","6068","11.83","75131","0.96","1700","2.37"
"034020","두산에너빌리티","125600","-2400","-1.88","132","951.52","612","205.12","12156","10.33","0","0.00"
"000155","두산우","696000","-24000","-3.33",,,,,,,"4050","0.58"
"131970","두산테스나","144800","-11800","-7.54","78","1856.41","3503","41.33","22719","6.37","160","0.11"
"336260","두산퓨얼셀","92700","-4000","-4.14",,,,,"4491","20.64","0","0.00"
"33626K","두산퓨얼셀1우","11950","-630","-5.01",,,,,,,"0","0.00"
"33626L","두산퓨얼셀2우B","13060","-1180","-8.29",,,,,,,"0","0.00"
"016740","두올","4800","-55","-1.13","994","4.83",,,"9739","0.49","120","2.50"
"073190","듀오백","1097","-75","-6.40",,,,,"3099","0.35","0","0.00"
"176750","듀켐바이오","9020","100","1.12","229","39.39",,,"1737","5.19","0","0.00"
"030350","드래곤플라이","973","0","0.00",,,,,"356","2.73","0","0.00"
"203650","드림시큐리티","3610","-180","-4.75","87","41.49",,,"1244","2.90","0","0.00"
"223250","드림씨아이에스","6740","-390","-5.47","299","22.54","468","14.42","3211","2.10","0","0.00"
"060570","드림어스컴퍼니","947","-86","-8.33","34","27.85",,,"1943","0.49","0","0.00"
"362990","드림인사이트","1545","-57","-3.56",,,,,"2021","0.76","20","1.29"
"192650","드림텍","6330","-100","-1.56","1","6330.00",,,"5644","1.12","226","3.57"
"016670","디모아","3695","-85","-2.25","1986","1.86",,,"11343","0.33","0","0.00"
"187870","디바이스","21500","-200","-0.92","1304","16.49",,,"12226","1.76","650","3.02"
"489730","디비금융제13호스팩","2035","0","0.00",,,,,,,"0","0.00"
"0004Y0","디비금융제14호스팩","2020","0","0.00",,,,,,,"0","0.00"
"024090","디씨엠","12290","0","0.00","1369","8.98",,,"30605","0.40","820","6.67"
"003160","디아이","30400","-1850","-5.74","196","155.10","1175","25.88","6287","4.84","250","0.82"
"092200","디아이씨","8750","940","12.04",,,,,"3657","2.39","0","0.00"
"110990","디아이티","24450","-800","-3.17","1644","14.87",,,"12787","1.91","420","1.72"
"263690","디알젬","5590","30","0.54","622","8.99",,,"8454","0.66","178","3.18"
"214680","디알텍","1680","-70","-4.00",,,,,"867","1.94","0","0.00"
"347850","디앤디파마텍","71000","300","0.42",,,,,"1826","38.88","0","0.00"
"263720","디앤씨미디어","11000","-200","-1.79","642","17.13","673","16.34","7665","1.44","0","0.00"
"376300","디어유","27900","-200","-0.71","785","35.54","1903","14.66","8842","3.16","316","1.13"
"104040","디에스엠","677","0","0.00","19","35.63",,,"859","0.79","0","0.00"
"109740","디에스케이","4790","-180","-3.62",,,,,"4200","1.14","0","0.00"
"031860","디에이치엑스컴퍼니","693","0","0.00",,,,,"1176","0.59","0","0.00"
"196490","디에이테크놀로지","6090","0","0.00",,,,,,,"0","0.00"
"066900","디에이피","1837","-1","-0.05",,,,,"324","5.67","0","0.00"
"092070","디엔에프","23650","-500","-2.07","109","216.97",,,"13305","1.78","100","0.42"
"039840","디오","16010","-510","-3.09",,,"1898","8.43","14316","1.12","0","0.00"
"013570","디와이","4855","-85","-1.72","570","8.52",,,"15901","0.31","170","3.50"
"024900","디와이덕양","2190","5","0.23","38","57.63",,,"3682","0.59","60","2.74"
"219550","디와이디","1610","-129","-7.42",,,,,"364","4.42","0","0.00"
"310870","디와이씨","1436","47","3.38","178","8.07",,,"2610","0.55","20","1.39"
"002880","디와이에이","906","-19","-2.05",,,,,"997","0.91","0","0.00"
"210540","디와이파워","14390","-510","-3.42","2278","6.32",,,"28321","0.51","500","3.47"
"104460","디와이피엔에프","13420","-270","-1.97","2703","4.96",,,"15819","0.85","700","5.22"
"113810","디젠스","663","-22","-3.21","23","28.83",,,"732","0.91","0","0.00"
"043360","디지아이","2750","170","6.59",,,,,"4519","0.61","0","0.00"
"197140","디지캡","1910","-50","-2.55",,,,,"4348","0.44","0","0.00"
"068930","디지털대성","8570","-190","-2.17","801","10.70","1055","8.12","5322","1.61","520","6.07"
"033130","디지틀조선","2245","-260","-10.38","147","15.27",,,"2479","0.91","40","1.78"
"105740","디케이락","9710","-350","-3.48","682","14.24",,,"13415","0.72","300","3.09"
"263020","디케이앤디","3640","-155","-4.08","568","6.41",,,"5631","0.65","100","2.75"
"290550","디케이티","30600","-450","-1.45","1159","26.40","1689","18.12","10140","3.02","0","0.00"
"066670","디티씨","3210","155","5.07","240","13.38",,,"10582","0.30","0","0.00"
"187220","디티앤씨","2815","-85","-2.93","183","15.38",,,"8318","0.34","100","3.55"
"383930","디티앤씨알오","3000","-30","-0.99",,,,,"1963","1.53","0","0.00"
"131180","딜리","941","0","0.00","67","14.04",,,"2297","0.41","90","9.56"
"315640","딥노이드","3120","30","0.97",,,,,"970","3.22","0","0.00"
"317120","라닉스","2300","-105","-4.37",,,,,"1399","1.64","0","0.00"
"462510","라메디텍","4545","-100","-2.15",,,,,"957","4.75","0","0.00"
"232680","라온로보틱스","16930","-580","-3.31","310","54.61",,,"2998","5.65","200","1.18"
"042510","라온시큐어","13120","-20","-0.15","313","41.92","740","17.72","4975","2.64","0","0.00"
"418420","라온텍","9440","1090","13.05",,,,,"549","17.19","0","0.00"
"300120","라온피플","972","-25","-2.51",,,,,"934","1.04","0","0.00"
"171120","라이온켐텍","2330","-30","-1.27","241","9.67",,,"3936","0.59","100","4.29"
"388790","라이콤","5400","-500","-8.47","8","675.00",,,"709","7.62","0","0.00"
"214260","라파스","8580","-300","-3.38",,,,,"3370","2.55","0","0.00"
"171010","램테크놀러지","3845","-165","-4.11",,,,,"2778","1.38","0","0.00"
"084650","랩지노믹스","1415","102","7.77",,,,,"2015","0.70","0","0.00"
"217500","러셀","2775","-55","-1.94",,,,,"1871","1.48","30","1.08"
"038390","레드캡투어","10700","-130","-1.20","1416","7.56",,,"12037","0.89","800","7.48"
"294140","레몬","3150","-60","-1.87",,,,,"406","7.76","0","0.00"
"443250","레뷰코퍼레이션","7170","-80","-1.10","478","15.00",,,"4348","1.65","266","3.71"
"228670","레이","7130","-180","-2.46","201","35.47",,,"4896","1.46","0","0.00"
"228850","레이언스","6320","320","5.33",,,"643","9.83","15058","0.42","300","4.75"
"412350","레이저쎌","7880","410","5.49",,,,,"1467","5.37","0","0.00"
"199550","레이저옵텍","4560","-345","-7.03",,,,,"1704","2.68","0","0.00"
"281740","레이크머티리얼즈","19630","-1520","-7.19","117","167.78",,,"2049","9.58","30","0.15"
"277810","레인보우로보틱스","855000","-10000","-1.16","73","11712.33",,,"6899","123.93","0","0.00"
"215100","로보로보","6970","-290","-3.99",,,,,"1469","4.74","0","0.00"
"090360","로보스타","70500","300","0.43",,,,,"8904","7.92","0","0.00"
"108490","로보티즈","345000","-32500","-8.61","385","896.10","1075","320.81","21707","15.89","0","0.00"
"033290","로젠","1887","-25","-1.31","400","4.72",,,"7584","0.25","0","0.00"
"067730","로지시스","3010","-215","-6.67","342","8.80",,,"2173","1.39","150","4.98"
"071280","로체시스템즈","9510","-280","-2.86","821","11.58",,,"9007","1.06","50","0.53"
"376900","로킷헬스케어","70500","-6100","-7.96",,,,,"740","95.27","0","0.00"
"214610","롤링스톤","2290","0","0.00",,,,,"1903","1.20","0","0.00"
"032350","롯데관광개발","18350","-830","-4.33","356","51.54","1305","14.06","4677","3.92","0","0.00"
"089860","롯데렌탈","32250","-650","-1.98","3514","9.18","4391","7.35","43125","0.75","1200","3.72"
"000400","롯데손해보험","1969","-41","-2.04","158","12.46",,,"1985","0.99","0","0.00"
"023530","롯데쇼핑","151700","6700","4.62","1824","83.17","11844","12.81","537131","0.28","4000","2.64"
"020150","롯데에너지머티리얼즈","71900","-3500","-4.64",,,,,"31623","2.27","0","0.00"
"280360","롯데웰푸드","117800","-3800","-3.13","8176","14.41","13414","8.78","247808","0.48","3300","2.80"
"286940","롯데이노베이트","21450","0","0.00","657","32.65","1930","11.11","28166","0.76","700","3.26"
"004000","롯데정밀화학","58900","-2500","-4.07","4165","14.14","7079","8.32","95632","0.62","1500","2.55"
"004990","롯데지주","28600","-1250","-4.19",,,"1101","25.98","79142","0.36","1250","4.37"
"00499K","롯데지주우","28100","100","0.36",,,,,,,"1300","4.63"
"005300","롯데칠성","114800","-2500","-2.13","4697","24.44","11222","10.23","151359","0.76","3400","2.96"
"005305","롯데칠성우","80100","1300","1.65",,,,,,,"3405","4.25"
"011170","롯데케미칼","89100","-17400","-16.34",,,,,"298452","0.30","1000","1.12"
"071840","롯데하이마트","6930","-280","-3.88",,,"353","19.61","40757","0.17","300","4.33"
"328130","루닛","17630","-1440","-7.55",,,,,"2202","8.01","0","0.00"
"038060","루멘스","1451","-112","-7.17",,,,,"2202","0.66","0","0.00"
"474170","루미르","14230","-1170","-7.60","3","4743.33","103","138.30","3445","4.13","0","0.00"
"141080","리가켐바이오","203500","19300","10.48",,,"868","234.34","13930","14.61","0","0.00"
"058470","리노공업","108400","-7400","-6.39","2002","54.15","2691","40.28","9635","11.25","800","0.74"
"016100","리더스코스메틱","1696","-21","-1.22",,,,,"1557","1.09","0","0.00"
"012700","리드코프","3405","-120","-3.40","522","6.52",,,"16721","0.20","150","4.41"
"302550","리메드","2810","-20","-0.71","17","165.29",,,"1296","2.17","0","0.00"
"491000","리브스메드","64800","-2000","-2.99",,,"222","292.29","7328","8.84","0","0.00"
"394420","리센스메디컬","29400","-1400","-4.55",,,"55","530.53","751","39.15","0","0.00"
"073570","리튬포어스","821","0","0.00",,,,,"928","0.88","0","0.00"
"377450","리파인","11000","-500","-4.35","567","19.40",,,"12867","0.85","260","2.36"
"277070","린드먼아시아","3950","-150","-3.66","237","16.67",,,"4821","0.82","250","6.33"
"042500","링네트","5280","-230","-4.17","562","9.40",,,"5843","0.90","300","5.68"
"193250","링크드","396","0","0.00",,,,,"918","0.43","0","0.00"
"474650","링크솔루션","55200","-3000","-5.15",,,"1389","39.74","6788","8.13","0","0.00"
"219420","링크제니시스","5010","-180","-3.47","249","20.12",,,"4088","1.23","0","0.00"
"439090","마녀공장","17390","-320","-1.81","557","31.22",,,"7488","2.32","0","0.00"
"027740","마니커","821","0","0.00",,,,,"664","1.24","0","0.00"
"195500","마니커에프앤지","2635","-70","-2.59","136","19.38",,,"4978","0.53","0","0.00"
"377480","마음AI","16170","-820","-4.83",,,,,"3622","4.46","0","0.00"
"305090","마이크로디지탈","4825","-80","-1.63",,,,,"1541","3.13","0","0.00"
"098120","마이크로컨텍솔","37300","-800","-2.10","2031","18.37",,,"9781","3.81","100","0.27"
"424980","마이크로투나노","12840","-560","-4.18",,,,,"4366","2.94","0","0.00"
"038290","마크로젠","15060","-80","-0.53","187","80.53",,,"14505","1.04","500","3.32"
"001080","만호제강","5220","230","4.61",,,,,"5544","0.94","0","0.00"
"267980","매일유업","34650","-500","-1.42","7724","4.49",,,"86122","0.40","1300","3.75"
"005990","매일홀딩스","10920","-320","-2.85","2565","4.26",,,"34904","0.31","260","2.38"
"093520","매커스","25500","-800","-3.04","2604","9.79","2130","11.97","14459","1.76","1200","4.71"
"100590","머큐리","9670","-1180","-10.88",,,,,"8897","1.09","0","0.00"
"067280","멀티캠퍼스","26550","-200","-0.75","4417","6.01",,,"38888","0.68","1350","5.08"
"072870","메가스터디","12770","-100","-0.78","2393","5.34",,,"29432","0.43","1320","10.34"
"215200","메가스터디교육","46200","750","1.65","8072","5.72","9072","5.09","48011","0.96","3000","6.49"
"133750","메가엠디","1715","-25","-1.44","126","13.61",,,"3007","0.57","60","3.50"
"446540","메가터치","6690","-400","-5.64",,,,,"2519","2.66","0","0.00"
"235980","메드팩토","4645","-65","-1.38",,,,,"1342","3.46","0","0.00"
"041920","메디아나","18690","-860","-4.40","286","65.35","1331","14.04","7340","2.55","0","0.00"
"014100","메디앙스","1681","-9","-0.53",,,,,"6034","0.28","0","0.00"
"054180","메디콕스","2295","0","0.00",,,,,"8537","0.27","0","0.00"
"086900","메디톡스","107300","5500","5.40","2371","45.26","3835","27.98","64588","1.66","1200","1.12"
"078160","메디포스트","26050","1750","7.20",,,,,"6371","4.09","0","0.00"
"138040","메리츠금융지주","107500","-4500","-4.02","12903","8.33","14701","7.31","61286","1.75","0","0.00"
"0088D0","메리츠제1호스팩","2180","0","0.00",,,,,,,"0","0.00"
"408920","메쎄이상","3435","-205","-5.63","365","9.41",,,"1878","1.83","120","3.49"
"021880","메이슨캐피탈","159","-7","-4.22",,,,,"336","0.47","0","0.00"
"0088M0","메쥬","31400","350","1.13","422","74.41",,,"1199","26.19","0","0.00"
"140410","메지온","81800","1300","1.61",,,,,"566","144.52","0","0.00"
"241770","메카로","37200","750","2.06","1278","29.11",,,"20599","1.81","350","0.94"
"090370","메타랩스","1311","-24","-1.80",,,,,"2808","0.47","0","0.00"
"059210","메타바이오메드","4125","-60","-1.43","438","9.42","730","5.65","4594","0.90","105","2.55"
"118000","메타케어","208","0","0.00","3","69.33",,,"695","0.30","0","0.00"
"058110","멕아이씨에스","2660","25","0.95",,,,,"2365","1.12","0","0.00"
"072770","멤레이비티","707","0","0.00",,,,,"568","1.24","0","0.00"
"017180","명문제약","1663","11","0.67","57","29.18",,,"2954","0.56","0","0.00"
"009900","명신산업","11900","-350","-2.86","1302","9.14","1829","6.51","14406","0.83","100","0.84"
"317450","명인제약","52200","-700","-1.32","6718","7.77",,,"54409","0.96","1500","2.87"
"012690","모나리자","2180","40","1.87","41","53.17",,,"2391","0.91","50","2.29"
"005360","모나미","1580","-38","-2.35",,,,,"4286","0.37","30","1.90"
"070960","모나용평","2935","-65","-2.17",,,,,"7586","0.39","0","0.00"
"434480","모니터랩","4400","-180","-3.93","56","78.57",,,"3084","1.43","0","0.00"
"080420","모다이노칩","1793","-66","-3.55",,,,,"4518","0.40","0","0.00"
"417970","모델솔루션","20850","2340","12.64","1068","19.52",,,"11302","1.84","280","1.34"
"080160","모두투어","10410","-340","-3.16","836","12.45","829","12.55","5081","2.05","350","3.36"
"087260","모바일어플라이언스","2235","-55","-2.40",,,,,"1509","1.48","0","0.00"
"101330","모베이스","5900","1030","21.15","525","11.24",,,"16124","0.37","140","2.37"
"012860","모베이스전자","6030","1390","29.96","274","22.01",,,"3346","1.80","40","0.66"
"363260","모비데이즈","1388","-61","-4.21","95","14.61",,,"1248","1.11","40","2.88"
"348030","모비릭스","2205","-85","-3.71",,,,,"5069","0.43","0","0.00"
"250060","모비스","4605","-185","-3.86",,,,,"1048","4.39","0","0.00"
"288980","모아데이타","1199","23","1.96",,,,,"522","2.30","0","0.00"
"142760","모아라이프플러스","746","40","5.67",,,,,"766","0.97","0","0.00"
"033200","모아텍","3950","-60","-1.50",,,,,"7581","0.52","0","0.00"
"009680","모토닉","10630","-250","-2.30","1248","8.52",,,"22319","0.48","790","7.43"
"118990","모트렉스","9170","0","0.00","301","30.47","1275","7.19","10261","0.89","0","0.00"
"463480","모티브링크","7930","-240","-2.94",,,,,"2963","2.68","0","0.00"
"006920","모헨즈","4230","-155","-3.53",,,,,"2772","1.53","0","0.00"
"009580","무림P&P","2620","-70","-2.60",,,,,"9575","0.27","125","4.77"
"001810","무림SP","1482","-23","-1.53",,,,,"8988","0.16","15","1.01"
"009200","무림페이퍼","1879","-31","-1.62",,,,,"10373","0.18","125","6.65"
"033920","무학","8590","-170","-1.94","1898","4.53",,,"22743","0.38","566","6.59"
"008420","문배철강","2505","-95","-3.65","314","7.98",,,"9503","0.26","50","2.00"
"279600","미디어젠","4750","-260","-5.19",,,,,"3363","1.41","0","0.00"
"095500","미래나노텍","9710","-420","-4.15","487","19.94",,,"10551","0.92","70","0.72"
"254490","미래반도체","35600","-4500","-11.22","979","36.36",,,"7635","4.66","0","0.00"
"025560","미래산업","16810","-770","-4.38","2396","7.02",,,"27450","0.61","0","0.00"
"218150","미래생명자원","2875","-25","-0.86",,,,,"2072","1.39","0","0.00"
"007120","미래아이앤지","1758","-84","-4.56",,,,,"1780","0.99","0","0.00"
"100790","미래에셋벤처투자","58900","-3600","-5.76","582","101.20",,,"7122","8.27","0","0.00"
"0097F0","미래에셋비전스팩10호","1991","0","0.00",,,,,,,"0","0.00"
"0099W0","미래에셋비전스팩11호","1997","-2","-0.10",,,,,,,"0","0.00"
"477380","미래에셋비전스팩4호","2055","0","0.00",,,,,,,"0","0.00"
"477470","미래에셋비전스팩5호","2075","-5","-0.24",,,,,,,"0","0.00"
"478440","미래에셋비전스팩6호","2050","5","0.24",,,,,,,"0","0.00"
"482680","미래에셋비전스팩7호","2055","-5","-0.24",,,,,,,"0","0.00"
"0093G0","미래에셋비전스팩8호","1994","1","0.05",,,,,,,"0","0.00"
"0096D0","미래에셋비전스팩9호","1999","-1","-0.05",,,,,,,"0","0.00"
"085620","미래에셋생명","14570","-620","-4.08","1002","14.54",,,"18762","0.78","0","0.00"
"006800","미래에셋증권","74300","-5100","-6.42","2668","27.85","3219","23.08","22776","3.26","300","0.40"
"00680K","미래에셋증권2우B","21000","-1950","-8.50",,,,,,,"300","1.43"
"006805","미래에셋증권우","21950","-1900","-7.97",,,,,,,"330","1.50"
"049950","미래컴퍼니","15140","-700","-4.42",,,,,"12792","1.18","0","0.00"
"207760","미스터블루","882","-4","-0.45",,,,,"490","1.80","0","0.00"
"081660","미스토홀딩스","37050","-750","-1.98","4061","9.12","5107","7.25","36392","1.02","1980","5.34"
"002840","미원상사","141400","900","0.64","9449","14.96",,,"91715","1.54","2400","1.70"
"268280","미원에스씨","111600","-3500","-3.04","12662","8.81",,,"92934","1.20","3200","2.87"
"107590","미원홀딩스","58500","-1500","-2.50","11302","5.18",,,"125024","0.47","700","1.20"
"134380","미원화학","13020","140","1.09","1235","10.54",,,"8899","1.46","450","3.46"
"003650","미창석유","120000","-2100","-1.72","45517","2.64",,,"316865","0.38","3500","2.92"
"059090","미코","22550","-1350","-5.65","937","24.07",,,"3658","6.16","0","0.00"
"201490","미투온","2940","-145","-4.70","25","117.60",,,"4588","0.64","0","0.00"
"475460","미트박스","8010","-20","-0.25","314","25.51",,,"6649","1.20","100","1.25"
"452200","민테크","4490","5","0.11",,,,,"1360","3.30","0","0.00"
"206640","바디텍메드","11210","10","0.09","1091","10.27",,,"10787","1.04","150","1.34"
"035620","바른손이앤에이","916","4","0.44",,,,,"3164","0.29","0","0.00"
"053030","바이넥스","10260","0","0.00",,,"260","39.45","5881","1.74","0","0.00"
"301300","바이브컴퍼니","2230","-125","-5.31",,,,,"3275","0.68","0","0.00"
"377740","바이오노트","4880","-60","-1.21",,,,,"15047","0.32","228","4.67"
"064550","바이오니아","9530","-200","-2.06",,,,,"8124","1.17","0","0.00"
"314930","바이오다인","11300","160","1.44","29","389.66","272","41.52","1495","7.56","0","0.00"
"489460","바이오비쥬","6970","-190","-2.65","298","23.39","448","15.57","4118","1.69","100","1.43"
"086820","바이오솔루션","9790","-320","-3.17","11","890.00",,,"1324","7.39","0","0.00"
"038460","바이오스마트","3635","-100","-2.68","356","10.21",,,"5697","0.64","0","0.00"
"251120","바이오에프디엔씨","13110","110","0.85","782","16.76","865","15.15","8184","1.60","0","0.00"
"199730","바이오인프라","3965","-5","-0.13",,,,,"3390","1.17","300","7.57"
"086040","바이오톡스텍","3055","-55","-1.77","74","41.28",,,"2607","1.17","0","0.00"
"188040","바이오포트","5950","-50","-0.83",,,,,"8776","0.68","0","0.00"
"099430","바이오플러스","5630","60","1.08","253","22.25",,,"2841","1.98","70","1.24"
"032980","바이온","604","0","0.00",,,,,"554","1.09","0","0.00"
"308080","바이젠셀","11750","300","2.62",,,,,"2133","5.51","0","0.00"
"043150","바텍","22050","-1100","-4.75","2701","8.16","3823","5.77","33371","0.66","300","1.36"
"323990","박셀바이오","6500","-110","-1.66",,,,,"2638","2.46","0","0.00"
"003610","방림","5350","10","0.19","208","25.72",,,"5755","0.93","70","1.31"
"267790","배럴","3470","-25","-0.72","560","6.20",,,"5198","0.67","75","2.16"
"046310","백금T&A","2890","-50","-1.70","263","10.99",,,"4544","0.64","100","3.46"
"035150","백산","11040","-480","-4.17","1581","6.98","2523","4.38","12658","0.87","450","4.08"
"331520","밸로프","2605","-50","-1.88","185","14.08",,,"3300","0.79","0","0.00"
"199480","뱅크웨어글로벌","4615","-145","-3.05",,,,,"1760","2.62","0","0.00"
"438700","버넥트","3010","-45","-1.47",,,,,"2706","1.11","0","0.00"
"066410","버킷스튜디오","1153","0","0.00",,,,,"950","1.21","0","0.00"
"002410","범양건영","1935","0","0.00",,,,,,,"0","0.00"
"382900","범한퓨얼셀","32650","-2800","-7.90","185","176.49",,,"18795","1.74","0","0.00"
"206400","베노티앤알","1063","-37","-3.36",,,,,"1920","0.55","0","0.00"
"019010","베뉴지","6080","-640","-9.52","2331","2.61",,,"9718","0.63","70","1.15"
"177350","베셀","916","-33","-3.48","927","0.99",,,"2106","0.43","0","0.00"
"457600","벡트","1949","-86","-4.23",,,,,"1316","1.48","0","0.00"
"424760","벨로크","1887","0","0.00","111","17.00",,,"1407","1.34","0","0.00"
"007210","벽산","1892","-67","-3.42","407","4.65",,,"5403","0.35","30","1.59"
"250000","보라티알","7100","-270","-3.66","35","202.86",,,"13583","0.52","400","5.63"
"002760","보락","1016","-10","-0.97","39","26.05",,,"814","1.25","7","0.69"
"003850","보령","9520","100","1.06","766","12.43",,,"10008","0.95","160","1.68"
"310210","보로노이","274000","500","0.18",,,,,"5678","48.26","0","0.00"
"006910","보성파워텍","13010","-790","-5.72","415","31.35",,,"2253","5.77","0","0.00"
"0010F0","보원케미칼","4955","-185","-3.60",,,,,,,"0","0.00"
"000890","보해양조","422","0","0.00","25","16.88",,,"655","0.64","0","0.00"
"226340","본느","647","0","0.00",,,,,"827","0.78","0","0.00"
"003000","부광약품","6090","130","2.18","152","40.07",,,"3452","1.76","125","2.05"
"001270","부국증권","71800","-2200","-2.97","5109","14.05",,,"93587","0.77","2400","3.34"
"001275","부국증권우","34600","-450","-1.28",,,,,,,"2450","7.08"
"026940","부국철강","2495","-55","-2.16","109","22.89",,,"6861","0.36","80","3.21"
"014470","부방","1277","-40","-3.04","43","29.70",,,"3207","0.40","0","0.00"
"011390","부산산업","69000","-1800","-2.54",,,,,"119423","0.58","250","0.36"
"005030","부산주공","486","0","0.00","22","22.09",,,"245","1.98","0","0.00"
"008470","부스타","3650","-100","-2.67","193","18.91",,,"9906","0.37","80","2.19"
"338220","뷰노","11860","-130","-1.08",,,,,"2579","4.60","0","0.00"
"100120","뷰웍스","32650","1050","3.32","2434","13.41","3701","8.82","27823","1.17","690","2.11"
"406820","뷰티스킨","4000","395","10.96",,,,,"2279","1.76","0","0.00"
"099390","브레인즈컴퍼니","4190","-100","-2.33","662","6.33",,,"7049","0.59","170","4.06"
"064480","브리지텍","4020","-105","-2.55","44","91.36",,,"4027","1.00","120","2.99"
"365900","브이씨","3045","-60","-1.93",,,,,"5105","0.60","0","0.00"
"089970","브이엠","60000","1600","2.74","1135","52.86","3373","17.79","6824","8.79","0","0.00"
"251630","브이원텍","5970","-130","-2.13",,,,,"6767","0.88","100","1.68"
"018290","브이티","15990","290","1.85","1728","9.25","1578","10.13","6998","2.28","0","0.00"
"478560","블랙야크아이앤씨","3325","-70","-2.06",,,,,"1484","2.24","325","9.77"
"006740","블루산업개발","589","0","0.00",,,,,"1506","0.39","0","0.00"
"439580","블루엠텍","2915","-65","-2.18",,,,,"1325","2.20","0","0.00"
"033560","블루콤","3275","-125","-3.68","998","3.28",,,"11033","0.30","0","0.00"
"369370","블리츠웨이엔터테인먼트","1051","-52","-4.71",,,,,"357","2.94","0","0.00"
"126340","비나텍","173000","-9000","-4.95",,,"2413","71.71","11841","14.61","0","0.00"
"121800","비덴트","3320","0","0.00","114","29.12",,,"8348","0.40","0","0.00"
"082800","비보존 제약","2835","-65","-2.24",,,,,"1394","2.03","0","0.00"
"318410","비비씨","7480","190","2.61","992","7.54",,,"14424","0.52","400","5.35"
"002070","비비안","10000","-660","-6.19",,,,,"54750","0.18","0","0.00"
"100220","비상교육","6700","-60","-0.89","1738","3.86",,,"16305","0.41","220","3.28"
"419540","비스토스","877","0","0.00",,,,,"800","1.10","0","0.00"
"146320","비씨엔씨","16970","-690","-3.91","90","188.56","615","27.58","6182","2.75","0","0.00"
"200780","비씨월드제약","4040","-90","-2.18",,,,,"7000","0.58","100","2.48"
"413640","비아이매트릭스","7890","-130","-1.62","335","23.55",,,"4493","1.76","0","0.00"
"141000","비아트론","11830","-530","-4.29","1028","11.51",,,"17991","0.66","100","0.85"
"090460","비에이치","30450","-1000","-3.18","991","30.73","2962","10.28","23055","1.32","250","0.82"
"083650","비에이치아이","86000","-3100","-3.48","2107","40.82","3251","26.46","5739","14.99","0","0.00"
"0068Y0","비엔케이제3호스팩","1994","-2","-0.10",,,,,,,"0","0.00"
"065170","비엘팜텍","2115","-35","-1.63",,,,,"296","7.15","0","0.00"
"086670","비엠티","15770","-980","-5.85","2063","7.64",,,"15049","1.05","600","3.80"
"230980","비유테크놀러지","229","0","0.00",,,,,"21","10.90","0","0.00"
"488900","비츠로넥스텍","18050","-1150","-5.99",,,,,"2035","8.87","0","0.00"
"082920","비츠로셀","60900","-3200","-4.99","1267","48.07","1789","34.04","7355","8.28","260","0.43"
"054220","비츠로시스","548","0","0.00","25","21.92",,,"319","1.72","0","0.00"
"042370","비츠로테크","16890","-1100","-6.11","252","67.02",,,"9877","1.71","60","0.36"
"050090","비케이홀딩스","710","-20","-2.74",,,,,"565","1.26","0","0.00"
"148780","비큐AI","1082","-39","-3.48",,,,,"357","3.03","0","0.00"
"307870","비투엔","998","-46","-4.41",,,,,"531","1.88","0","0.00"
"377030","비트맥스","2960","-200","-6.33",,,,,"1012","2.92","0","0.00"
"032850","비트컴퓨터","4925","-235","-4.55","471","10.46",,,"4774","1.03","66","1.34"
"049470","비트플래닛","672","0","0.00",,,,,"525","1.28","0","0.00"
