종목코드,종목명,종가,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
"475400","씨메스로보틱스","31850","-2800","-8.08",,,,,"5040","6.32","0","0.00"
"109670","씨싸이트","4590","100","2.23",,,,,"9236","0.50","0","0.00"
"066790","씨씨에스","1493","0","0.00",,,,,"420","3.55","0","0.00"
"222080","씨아이에스","15120","-550","-3.51","371","40.75",,,"6562","2.30","0","0.00"
"004920","씨아이테크","1099","-69","-5.91","290","3.79",,,"1403","0.78","0","0.00"
"352480","씨앤씨인터내셔널","25000","-1650","-6.19","1329","18.81","1911","13.08","26036","0.96","0","0.00"
"264660","씨앤지하이테크","22150","-1050","-4.53","2078","10.66",,,"15198","1.46","550","2.48"
"352700","씨앤투스","1945","-7","-0.36",,,,,"6082","0.32","50","2.57"
"458870","씨어스","41100","-900","-2.14","427","96.25","1351","30.42","1042","39.44","0","0.00"
"297090","씨에스베어링","7020","-170","-2.36","412","17.04","559","12.57","3703","1.90","0","0.00"
"112610","씨에스윈드","57700","-1800","-3.03","837","68.94","4810","11.99","27826","2.07","1000","1.73"
"359090","씨엔알리서치","693","-12","-1.70","45","15.40",,,"860","0.81","10","1.44"
"115530","씨엔플러스","336","0","0.00",,,,,"100","3.36","0","0.00"
"388210","씨엠티엑스","124400","-5300","-4.09",,,"7779","15.99","19207","6.48","0","0.00"
"115480","씨유메디칼","548","0","0.00","14","39.14",,,"986","0.56","0","0.00"
"376290","씨유테크","2755","-25","-0.90","77","35.78",,,"6479","0.43","24","0.87"
"189330","씨이랩","8480","1330","18.60",,,,,"2678","3.17","0","0.00"
"096530","씨젠","28000","-250","-0.88","1047","26.74","1893","14.79","22020","1.27","1000","3.57"
"480370","씨케이솔루션","2510","-75","-2.90",,,,,"2264","1.11","0","0.00"
"101240","씨큐브","3845","-80","-2.04","895","4.30",,,"10637","0.36","0","0.00"
"060590","씨티씨바이오","4200","635","17.81","136","30.88",,,"3042","1.38","0","0.00"
"308170","씨티알모빌리티","4980","-80","-1.58",,,,,"10128","0.49","0","0.00"
"260930","씨티케이","3470","-35","-1.00",,,,,"7851","0.44","110","3.17"
"413630","씨피시스템","3540","-100","-2.75","54","65.56",,,"1194","2.96","60","1.69"
"013990","아가방컴퍼니","5000","-150","-2.91","417","11.99",,,"6452","0.77","0","0.00"
"123860","아나패스","17460","-440","-2.46","224","77.95",,,"6221","2.81","250","1.43"
"025980","아난티","6610","-80","-1.20",,,,,"7660","0.86","0","0.00"
"008700","아남전자","1363","3","0.22","71","19.20",,,"1735","0.79","0","0.00"
"0015N0","아로마티카","8410","-550","-6.14","442","19.03",,,"3380","2.49","0","0.00"
"125210","아모그린텍","13730","-290","-2.07","357","38.46","903","15.20","4917","2.79","0","0.00"
"090430","아모레퍼시픽","123200","-4700","-3.67","3416","36.07","5376","22.92","78989","1.56","1240","1.01"
"090435","아모레퍼시픽우","45300","-100","-0.22",,,,,,,"1245","2.75"
"002790","아모레퍼시픽홀딩스","25500","-1200","-4.49","1361","18.74",,,"38797","0.66","400","1.57"
"00279K","아모레퍼시픽홀딩스3우C","22650","-650","-2.79",,,,,,,"667","2.94"
"002795","아모레퍼시픽홀딩스우","11220","-530","-4.51",,,,,,,"405","3.61"
"357580","아모센스","17690","-500","-2.75","44","402.05","932","18.98","3833","4.62","0","0.00"
"052710","아모텍","20300","400","2.01","542","37.45","1338","15.17","10688","1.90","0","0.00"
"074430","아미노로직스","1236","-54","-4.19","40","30.90",,,"638","1.94","0","0.00"
"092040","아미코젠","1650","-49","-2.88",,,,,"1703","0.97","0","0.00"
"083930","아바코","14490","-490","-3.27","1987","7.29",,,"15532","0.93","500","3.45"
"149950","아바텍","13420","-580","-4.14","506","26.52","970","13.83","11122","1.21","200","1.49"
"036010","아비코전자","9780","-470","-4.59","716","13.66",,,"8782","1.11","30","0.31"
"002030","아세아","226500","-14500","-6.02","18725","12.10",,,"722172","0.31","5600","2.47"
"183190","아세아시멘트","11140","-190","-1.68","463","24.06","1392","8.01","30144","0.37","250","2.24"
"002310","아세아제지","8300","-200","-2.35","758","10.95",,,"22004","0.38","250","3.01"
"050860","아세아텍","2010","-70","-3.37","143","14.06",,,"6756","0.30","50","2.49"
"012170","아센디오","1149","-60","-4.96",,,,,"667","1.72","0","0.00"
"136410","아셈스","6610","-190","-2.79","834","7.93",,,"6767","0.98","130","1.97"
"246720","아스타","6070","0","0.00",,,,,"608","9.98","0","0.00"
"450950","아스테라시스","10680","-10","-0.09","250","42.72","505","21.17","1247","8.56","106","0.99"
"067390","아스트","713","-35","-4.68",,,,,"761","0.94","0","0.00"
"159010","아스플로","14790","-1330","-8.25",,,,,"3589","4.12","0","0.00"
"127710","아시아경제","1241","-60","-4.61","92","13.49",,,"2736","0.45","0","0.00"
"267850","아시아나IDT","10440","-40","-0.38","1138","9.17",,,"15701","0.66","500","4.79"
"020560","아시아나항공","6810","-170","-2.44",,,,,"3623","1.88","0","0.00"
"154030","아시아종묘","1895","-29","-1.51",,,,,"1998","0.95","0","0.00"
"227610","아우딘퓨쳐스","794","0","0.00",,,,,"578","1.37","0","0.00"
"331740","아우토크립트","13470","-250","-1.82",,,,,"3227","4.17","0","0.00"
"143160","아이디스","17240","-160","-0.92","1745","9.88",,,"24487","0.70","400","2.32"
"054800","아이디스홀딩스","15550","-720","-4.43","5126","3.03",,,"42672","0.36","300","1.93"
"332370","아이디피","5160","-120","-2.27","857","6.02",,,"5785","0.89","170","3.29"
"066430","아이로보틱스","2650","350","15.22","43","61.63",,,"1126","2.35","0","0.00"
"122900","아이마켓코리아","7440","-140","-1.85","666","11.17",,,"11758","0.63","450","6.05"
"339950","아이비김영","2590","-40","-1.52","478","5.42","506","5.12","1702","1.52","300","11.58"
"469750","아이비젼웍스","1311","-98","-6.96",,,,,"1050","1.25","0","0.00"
"460470","아이빔테크놀로지","4420","-325","-6.85",,,,,"1828","2.42","0","0.00"
"099190","아이센스","19030","-480","-2.46",,,"195","97.41","11419","1.67","100","0.53"
"461300","아이스크림미디어","17590","-370","-2.06","3893","4.52",,,"16098","1.09","1554","8.83"
"289010","아이스크림에듀","1550","12","0.78",,,,,"3052","0.51","0","0.00"
"214430","아이쓰리시스템","91400","-4400","-4.59","2657","34.40",,,"19122","4.78","450","0.49"
"040910","아이씨디","5630","-520","-8.46",,,,,"6033","0.93","0","0.00"
"368600","아이씨에이치","1025","-55","-5.09",,,,,"1398","0.73","0","0.00"
"456010","아이씨티케이","20900","-650","-3.02",,,"426","49.04","3161","6.61","0","0.00"
"052860","아이앤씨","6900","-90","-1.29","281","24.56",,,"2140","3.22","0","0.00"
"464500","아이언디바이스","3585","-225","-5.91",,,,,"1908","1.88","0","0.00"
"010780","아이에스동서","24050","-1050","-4.18",,,"2847","8.45","41857","0.57","500","2.08"
"212710","아이에스티이","10170","240","2.42",,,,,"2184","4.66","0","0.00"
"038880","아이에이","1012","18","1.81",,,,,"1420","0.71","0","0.00"
"307180","아이엘","8690","800","10.14",,,,,"645","13.47","0","0.00"
"101390","아이엠","396","0","0.00",,,,,"352","1.13","0","0.00"
"493280","아이엠바이오로직스","39150","250","0.64","128","305.86",,,"5770","6.79","0","0.00"
"461030","아이엠비디엑스","6120","-200","-3.16",,,,,"1795","3.41","0","0.00"
"451220","아이엠티","15330","-1670","-9.82","124","123.63",,,"3921","3.91","0","0.00"
"090150","아이윈","848","-30","-3.42","217","3.91",,,"1162","0.73","0","0.00"
"031310","아이즈비전","1678","-100","-5.62","382","4.39",,,"6097","0.28","0","0.00"
"462980","아이지넷","2090","-60","-2.79","142","14.72",,,"1212","1.72","0","0.00"
"185490","아이진","1390","-40","-2.80",,,,,"1322","1.05","0","0.00"
"059100","아이컴포넌트","5540","330","6.33","922","6.01",,,"6864","0.81","150","2.71"
"262840","아이퀘스트","3470","10","0.29","552","6.29",,,"5212","0.67","140","4.03"
"175250","아이큐어","2170","0","0.00",,,,,"705","3.08","0","0.00"
"052460","아이크래프트","3500","-665","-15.97","842","4.16",,,"3826","0.91","100","2.86"
"119830","아이텍","6760","-170","-2.45",,,,,"7422","0.91","0","0.00"
"052770","아이톡시","312","0","0.00",,,,,"305","1.02","0","0.00"
"124500","아이티센글로벌","54600","-2000","-3.53","2010","27.16",,,"5404","10.10","0","0.00"
"031820","아이티센씨티에스","8580","-960","-10.06","4360","1.97",,,"18920","0.45","0","0.00"
"010280","아이티센엔텍","6610","-60","-0.90","1772","3.73","2125","3.11","7642","0.86","0","0.00"
"232830","아이티센피엔에스","5210","80","1.56",,,,,"962","5.42","0","0.00"
"372800","아이티아이즈","3800","-125","-3.18",,,,,"1507","2.52","0","0.00"
"084850","아이티엠반도체","16310","-1100","-6.32",,,,,"4375","3.73","0","0.00"
"309710","아이티켐","21000","0","0.00",,,,,"5224","4.02","0","0.00"
"114840","아이패밀리에스씨","9460","-430","-4.35","1273","7.43","1517","6.24","6134","1.54","299","3.16"
"027360","아주IB투자","16850","-750","-4.26","70","240.71",,,"2227","7.57","70","0.42"
"139990","아주스틸","3400","-230","-6.34",,,,,"3813","0.89","0","0.00"
"032080","아즈텍WB","1191","-98","-7.60","44","27.07",,,"5109","0.23","0","0.00"
"013310","아진산업","3940","-230","-5.52","598","6.59",,,"8952","0.44","100","2.54"
"059120","아진엑스텍","12970","-500","-3.71","46","281.96",,,"2254","5.75","0","0.00"
"009320","아진전자부품","1092","42","4.00","88","12.41",,,"676","1.62","0","0.00"
"0007C0","아크릴","34600","1500","4.53",,,"803","43.11","5448","6.35","0","0.00"
"203690","아크솔루션스","4425","0","0.00",,,,,"1299","3.41","0","0.00"
"158430","아톤","7610","-240","-3.06","66","115.30","521","14.60","4089","1.86","50","0.66"
"200350","아티스트스튜디오","4350","-180","-3.97",,,,,"4955","0.88","0","0.00"
"321820","아티스트컴퍼니","3930","-190","-4.61","86","45.70",,,"2619","1.50","0","0.00"
"001540","안국약품","8000","220","2.83","658","12.16",,,"14551","0.55","633","7.91"
"053800","안랩","64500","500","0.78","5714","11.29",,,"41556","1.55","1400","2.17"
"065660","안트로젠","31300","-600","-1.88",,,,,"8739","3.58","0","0.00"
"297570","알로이스","1552","-79","-4.84","143","10.85",,,"1339","1.16","0","0.00"
"001780","알루코","2790","-75","-2.62","160","17.44",,,"3371","0.83","0","0.00"
"260660","알리코제약","3305","-30","-0.90",,,,,"5209","0.63","75","2.27"
"354320","알멕","78800","-5200","-6.19",,,"979","80.51","23535","3.35","0","0.00"
"361570","알비더블유","1765","-90","-4.85",,,,,"2086","0.85","0","0.00"
"131370","알서포트","2260","-80","-3.42","34","66.47",,,"1857","1.22","10","0.44"
"140670","알에스오토메이션","16580","-1120","-6.33",,,,,"4565","3.63","0","0.00"
"096610","알에프세미","2965","0","0.00","98","30.26",,,"829","3.58","0","0.00"
"061040","알에프텍","1937","0","0.00",,,,,"6121","0.32","0","0.00"
"148250","알엔투테크놀로지","3180","-100","-3.05",,,,,"4160","0.76","0","0.00"
"123010","알엔티엑스","2005","95","4.97",,,,,"815","2.46","0","0.00"
"476830","알지노믹스","171800","5100","3.06",,,,,"4225","40.66","0","0.00"
"347860","알체라","2325","10","0.43",,,,,"578","4.02","0","0.00"
"196170","알테오젠","342000","17000","5.23","2653","128.91","7046","48.54","8257","41.42","371","0.11"
"123750","알톤","2050","5","0.24","17","120.59",,,"1593","1.29","0","0.00"
"459550","알트","2350","-145","-5.81","223","10.54","517","4.55","1928","1.22","0","0.00"
"085810","알티캐스트","2100","5","0.24",,,,,"4130","0.51","0","0.00"
"043100","알파AI","520","0","0.00",,,,,"1540","0.34","0","0.00"
"117670","알파칩스","18240","-860","-4.50",,,,,"6356","2.87","0","0.00"
"314140","알피바이오","5870","-10","-0.17","541","10.85",,,"12393","0.47","50","0.85"
"291650","압타머사이언스","1211","-80","-6.20",,,,,"686","1.77","0","0.00"
"293780","압타바이오","7220","-130","-1.77",,,,,"1680","4.30","0","0.00"
"018250","애경산업","13410","-920","-6.42","604","22.20","716","18.72","15841","0.85","200","1.49"
"161000","애경케미칼","13700","-780","-5.39",,,,,"14790","0.93","140","1.02"
"310200","애니플러스","2655","65","2.51","250","10.62",,,"2310","1.15","93","3.50"
"179530","애드바이오텍","2700","20","0.75",,,,,"937","2.88","0","0.00"
"397810","애드포러스","6000","-140","-2.28",,,,,"8705","0.69","250","4.17"
"0011A0","액스비스","23100","-2200","-8.70","734","31.47",,,"4036","5.72","0","0.00"
"052790","액토즈소프트","5150","-140","-2.65","2899","1.78",,,"23519","0.22","0","0.00"
"290740","액트로","18000","80","0.45","802","22.44",,,"7978","2.26","100","0.56"
"238090","앤디포스","3450","-10","-0.29","230","15.00",,,"4190","0.82","0","0.00"
"138360","앤로보틱스","3450","-120","-3.36","136","25.37",,,"1110","3.11","0","0.00"
"092600","앤씨앤","987","0","0.00","509","1.94",,,"1595","0.62","0","0.00"
"129890","앱코","1021","-17","-1.64","141","7.24",,,"1364","0.75","174","17.04"
"174900","앱클론","43200","-750","-1.71",,,,,"2954","14.62","0","0.00"
"109960","앱토크롬","153","0","0.00",,,,,"1389","0.11","0","0.00"
"270520","앱튼","1445","-18","-1.23",,,,,"4840","0.30","0","0.00"
"255440","야스","10610","-250","-2.30",,,,,"11182","0.95","0","0.00"
"030960","양지사","6360","-10","-0.16",,,,,"13435","0.47","50","0.79"
"102120","어보브반도체","13060","-560","-4.11","613","21.31",,,"7205","1.81","200","1.53"
"238120","얼라인드","4160","5","0.12","206","20.19",,,"2643","1.57","0","0.00"
"019990","에너토크","9620","-420","-4.18",,,,,"3958","2.43","100","1.04"
"011090","에넥스","428","0","0.00",,,,,"691","0.62","0","0.00"
"435570","에르코스","9570","-330","-3.33",,,,,"7124","1.34","130","1.36"
"270660","에브리봇","17570","-710","-3.88",,,,,"4906","3.58","0","0.00"
"038680","에스넷","4540","-195","-4.12","249","18.23",,,"5721","0.79","100","2.20"
"137310","에스디바이오센서","7950","-160","-1.97",,,,,"19476","0.41","200","2.52"
"217480","에스디생명공학","499","0","0.00",,,,,"268","1.86","0","0.00"
"121890","에스디시스템","2230","-195","-8.04","96","23.23",,,"901","2.48","0","0.00"
"304360","에스바이오메딕스","32300","-100","-0.31",,,,,"710","45.49","0","0.00"
"389500","에스비비테크","103300","13300","14.78",,,,,"1974","52.33","0","0.00"
"042110","에스씨디","1507","-8","-0.53","132","11.42",,,"2824","0.53","50","3.32"
"065420","에스아이리소스","277","11","4.14",,,,,"135","2.05","0","0.00"
"103230","에스앤더블류","3800","-145","-3.68","504","7.54",,,"7428","0.51","0","0.00"
"260970","에스앤디","53000","-1800","-3.28","7124","7.44",,,"29812","1.78","1790","3.38"
"101490","에스앤에스텍","84600","-3800","-4.30","2797","30.25",,,"14549","5.81","200","0.24"
"095910","에스에너지","2105","-50","-2.32",,,,,"1314","1.60","0","0.00"
"275630","에스에스알","4050","-50","-1.22",,,,,"4696","0.86","0","0.00"
"031330","에스에이엠티","9040","-50","-0.55","777","11.63",,,"4983","1.81","230","2.54"
"060540","에스에이티","1363","-11","-0.80","30","45.43",,,"3949","0.35","50","3.67"
"056190","에스에프에이","30650","-400","-1.29","1916","16.00","3125","9.81","32160","0.95","950","3.10"
"0008Z0","에스엔시스","38750","-1850","-4.56","2169","17.87","2252","17.21","18298","2.12","478","1.23"
"005850","에스엘","64700","-3300","-4.85","6749","9.59","8363","7.74","55423","1.17","2770","4.28"
"246250","에스엘에스바이오","1969","0","0.00",,,,,"507","3.88","0","0.00"
"041510","에스엠","87500","-2000","-2.23","15166","5.77","6332","13.82","43793","2.00","1620","1.85"
"010580","에스엠벡셀","2090","-45","-2.11","15","139.33",,,"631","3.31","0","0.00"
"460870","에스엠씨지","3410","60","1.79","73","46.71",,,"2138","1.59","0","0.00"
"464080","에스오에스랩","16290","-1140","-6.54",,,,,"1486","10.96","0","0.00"
"109610","에스와이","2685","-85","-3.07",,,,,"3640","0.74","50","1.86"
"365330","에스와이스틸텍","3345","-200","-5.64",,,,,"1912","1.75","0","0.00"
"012750","에스원","71600","-2100","-2.85","5281","13.56","4584","15.62","51947","1.38","3200","4.47"
"306040","에스제이그룹","4800","-990","-17.10",,,,,"13079","0.37","0","0.00"
"398120","에스지헬스케어","3345","-250","-6.95","86","38.90",,,"2179","1.54","0","0.00"
"472230","에스케이증권제11호스팩","2060","-5","-0.24",,,,,,,"0","0.00"
"473000","에스케이증권제12호스팩","2050","-15","-0.73",,,,,,,"0","0.00"
"473950","에스케이증권제13호스팩","2030","-5","-0.25",,,,,,,"0","0.00"
"475660","에스켐","4815","-25","-0.52",,,,,"4552","1.06","0","0.00"
"096630","에스코넥","3470","-55","-1.56","2285","1.52",,,"5660","0.61","0","0.00"
"069510","에스텍","14790","-650","-4.21","4949","2.99",,,"27942","0.53","850","5.75"
"488280","에스투더블유","24600","-1450","-5.57",,,"372","66.14","2170","11.34","0","0.00"
"234300","에스트래픽","3500","-35","-0.99","180","19.44",,,"3783","0.93","140","4.00"
"039440","에스티아이","35050","-1650","-4.50","1045","33.54",,,"18772","1.87","150","0.43"
"098660","에스티오","1683","-11","-0.65",,,,,"1846","0.91","0","0.00"
"052020","에스티큐브","19930","1570","8.55",,,,,"1062","18.77","0","0.00"
"237690","에스티팜","146100","100","0.07","2706","53.99","3787","38.57","28666","5.10","500","0.34"
"458350","에스팀","7780","-370","-4.54","304","25.59",,,"2256","3.45","0","0.00"
"050760","에스폴리텍","1250","-67","-5.09",,,,,"3653","0.34","0","0.00"
"288620","에스프리즘","10590","-560","-5.02",,,,,"6556","1.62","0","0.00"
"443670","에스피소프트","5330","-210","-3.79","155","34.39",,,"2772","1.92","0","0.00"
"317830","에스피시스템스","10840","-560","-4.91",,,,,"4982","2.18","0","0.00"
"058610","에스피지","135100","-7100","-4.99","412","327.91","727","185.71","11633","11.61","250","0.19"
"043340","에쎈테크","549","0","0.00","4","137.25",,,"273","2.01","0","0.00"
"023960","에쓰씨엔지니어링","1200","-80","-6.25",,,,,"1242","0.97","0","0.00"
"163280","에어레인","5570","-190","-3.30","206","27.04",,,"5063","1.10","0","0.00"
"298690","에어부산","1888","-92","-4.65",,,,,"1383","1.37","0","0.00"
"200710","에이디테크놀로지","48350","-2650","-5.20","278","173.92","1884","25.66","10456","4.62","0","0.00"
"475580","에이럭스","10780","-270","-2.44",,,,,"3399","3.17","0","0.00"
"096690","에이루트","1337","0","0.00",,,,,"4125","0.32","0","0.00"
"078520","에이블씨엔씨","13880","-170","-1.21","548","25.33",,,"3450","4.02","437","3.15"
"298380","에이비엘바이오","130000","2300","1.80",,,,,"2807","46.31","0","0.00"
"203400","에이비온","2200","-75","-3.30",,,,,"759","2.90","0","0.00"
"195990","에이비프로바이오","1202","31","2.65",,,,,"1900","0.63","0","0.00"
"003800","에이스침대","33600","-1000","-2.89","5302","6.34",,,"70896","0.47","2300","6.85"
"088800","에이스테크","4385","-220","-4.78",,,,,"914","4.80","0","0.00"
"241840","에이스토리","4420","-45","-1.01",,,,,"5334","0.83","0","0.00"
"364950","에이아이코리아","6350","-230","-3.50",,,,,"6879","0.92","0","0.00"
"453860","에이에스텍","13670","-280","-2.01","382","35.79",,,"10500","1.30","500","3.66"
"312610","에이에프더블류","1215","49","4.20",,,,,"2323","0.52","0","0.00"
"015260","에이엔피","647","-20","-3.00",,,,,"455","1.42","0","0.00"
"172670","에이엘티","18980","290","1.55",,,,,"10470","1.81","0","0.00"
"481070","에이유브랜즈","17140","-10","-0.06","615","27.87",,,"4838","3.54","0","0.00"
"060900","에이전트AI","5400","-370","-6.41",,,,,"9460","0.57","0","0.00"
"445090","에이직랜드","29250","-900","-2.99",,,,,"5085","5.75","0","0.00"
"295310","에이치브이엠","98200","-7900","-7.45","1060","92.64","1480","66.35","7571","12.97","0","0.00"
"072990","에이치시티","4490","-40","-0.88","442","10.16",,,"6604","0.68","45","1.00"
"044990","에이치엔에스하이텍","16600","-1450","-8.03","1216","13.65",,,"14317","1.16","250","1.51"
"239610","에이치엘사이언스","8000","-110","-1.36",,,,,"16220","0.49","0","0.00"
"036170","에이치엠넥스","8070","-490","-5.72","181","44.59",,,"2239","3.60","0","0.00"
"462020","에이치엠씨제6호스팩","2110","5","0.24",,,,,,,"0","0.00"
"477340","에이치엠씨제7호스팩","2035","5","0.25",,,,,,,"0","0.00"
"148930","에이치와이티씨","3110","105","3.49","355","8.76",,,"6659","0.47","15","0.48"
"044780","에이치케이","1538","-43","-2.72","249","6.18",,,"3438","0.45","0","0.00"
"357230","에이치피오","2710","-80","-2.87","204","13.28",,,"3681","0.74","70","2.58"
"355690","에이텀","5270","20","0.38",,,,,"415","12.70","0","0.00"
"071670","에이테크솔루션","8870","-330","-3.59","46","192.83",,,"8845","1.00","0","0.00"
"045660","에이텍","9180","-80","-0.86","63","145.71",,,"13373","0.69","350","3.81"
"224110","에이텍모빌리티","8450","-260","-2.99","135","62.59",,,"13687","0.62","300","3.55"
"021080","에이티넘인베스트","3395","-85","-2.44","545","6.23",,,"4446","0.76","140","4.12"
"200470","에이팩트","8840","-1240","-12.30","123","71.87",,,"1657","5.33","0","0.00"
"262260","에이프로","10850","850","8.50",,,,,"4901","2.21","50","0.46"
"007460","에이프로젠","5200","1200","30.00",,,,,"7695","0.68","0","0.00"
"003060","에이프로젠바이오로직스","3770","870","30.00",,,,,"15780","0.24","0","0.00"
"397030","에이프릴바이오","73300","5500","8.11",,,,,"4150","17.66","0","0.00"
"244920","에이플러스에셋","10760","570","5.59","979","10.99",,,"7506","1.43","300","2.79"
"278470","에이피알","415500","-22500","-5.14","7765","53.51","16203","25.64","11910","34.89","5090","1.23"
"0009K0","에임드바이오","43400","1600","3.83","108","401.85",,,"3002","14.46","0","0.00"
"230240","에치에프알","36050","-800","-2.17",,,"1106","32.60","10988","3.28","0","0.00"
"159910","에코글로우","3585","-320","-8.19",,,,,"1890","1.90","0","0.00"
"230360","에코마케팅","16000","0","0.00","529","30.25",,,"7482","2.14","620","3.88"
"097780","에코볼트","664","0","0.00",,,,,"3093","0.21","0","0.00"
"038870","에코심플렉스","2625","-115","-4.20",,,,,"5507","0.48","0","0.00"
"448280","에코아이","10710","-320","-2.90","60","178.50",,,"4227","2.53","70","0.65"
"101360","에코앤드림","16730","-890","-5.05",,,,,"12165","1.38","0","0.00"
"128540","에코캡","1847","-33","-1.76",,,,,"4162","0.44","0","0.00"
"086520","에코프로","139700","-6700","-4.58",,,,,"14563","9.59","150","0.11"
"450080","에코프로머티","71700","-3300","-4.40","345","207.83","1169","61.34","15125","4.74","0","0.00"
"247540","에코프로비엠","205500","-16500","-7.43","403","509.93","660","311.58","17677","11.63","100","0.05"
"383310","에코프로에이치엔","28500","-1300","-4.36","631","45.17",,,"14535","1.96","200","0.70"
"038110","에코플라스틱","3235","35","1.09","50","64.70",,,"8738","0.37","50","1.55"
"073540","에프알텍","3960","-275","-6.49","183","21.64",,,"5300","0.75","75","1.89"
"064850","에프앤가이드","30050","-200","-0.66","866","34.70","1927","15.60","6042","4.97","260","0.87"
"036810","에프에스티","37900","-3800","-9.11",,,"593","63.89","11763","3.22","0","0.00"
"173940","에프엔씨엔터","4000","-45","-1.11",,,,,"1303","3.07","0","0.00"
"083500","에프엔에스테크","18940","-730","-3.71","1125","16.84","1822","10.39","10847","1.75","340","1.80"
"317530","에피소드컴퍼니","3690","90","2.50",,,,,"1525","2.42","0","0.00"
"054940","엑사이엔씨","771","-33","-4.10","19","40.58",,,"2078","0.37","0","0.00"
"373110","엑셀세라퓨틱스","1504","-17","-1.12",,,,,"413","3.64","0","0.00"
"205100","엑셈","1860","-14","-0.75","92","20.22",,,"1717","1.08","42","2.26"
"356680","엑스게이트","17270","1970","12.88","136","126.99",,,"1692","10.21","0","0.00"
"070300","엑스큐어","2350","-75","-3.09","16","146.88",,,"1365","1.72","0","0.00"
"317770","엑스페릭스","3595","-325","-8.29",,,,,"2444","1.47","0","0.00"
"373200","엑스플러스","643","0","0.00",,,,,"187","3.44","0","0.00"
"069920","엑시온그룹","1641","-132","-7.45",,,,,"4110","0.40","0","0.00"
"092870","엑시콘","34250","-3400","-9.03","715","47.90",,,"15111","2.27","100","0.29"
"019490","엑시큐어하이트론","541","0","0.00",,,,,"162","3.34","0","0.00"
"317870","엔바이오니아","6930","-230","-3.21",,,,,"3508","1.98","0","0.00"
"067570","엔브이에이치코리아","2080","-40","-1.89",,,,,"4978","0.42","150","7.21"
"0004V0","엔비알모션","19490","-710","-3.51",,,"823","23.69","3306","5.90","0","0.00"
"236810","엔비티","1729","-68","-3.78",,,,,"1289","1.34","0","0.00"
"333620","엔시스","7150","10","0.14",,,,,"4968","1.44","40","0.56"
"101400","엔시트론","392","0","0.00",,,,,"525","0.75","0","0.00"
"475230","엔알비","16910","-230","-1.34",,,,,"8135","2.08","0","0.00"
"451700","엔에이치스팩29호","3895","-60","-1.52",,,,,,,"0","0.00"
"466910","엔에이치스팩30호","5640","0","0.00",,,,,,,"0","0.00"
"481890","엔에이치스팩31호","2120","0","0.00",,,,,,,"0","0.00"
"0054V0","엔에이치스팩32호","2020","-5","-0.25",,,,,,,"0","0.00"
"0130H0","엔에이치스팩33호","1999","-1","-0.05",,,,,,,"0","0.00"
"265740","엔에프씨","6930","40","0.58","563","12.31","924","7.50","3660","1.89","60","0.87"
"354200","엔젠바이오","1235","63","5.38",,,,,"917","1.35","0","0.00"
"455900","엔젤로보틱스","28250","-250","-0.88",,,,,"2144","13.18","0","0.00"
"419080","엔젯","5200","-590","-10.19",,,,,"3449","1.51","0","0.00"
"183490","엔지켐생명과학","990","0","0.00",,,,,"1837","0.54","0","0.00"
"085310","엔케이","1169","0","0.00",,,,,"2337","0.50","10","0.86"
"182400","엔케이젠바이오텍코리아","3670","0","0.00",,,,,"99","37.07","0","0.00"
"348370","엔켐","39250","-1900","-4.62",,,,,"21543","1.82","0","0.00"
"069410","엔텔스","4950","30","0.61","321","15.42",,,"5643","0.88","0","0.00"
"227950","엔투텍","503","0","0.00","134","3.75",,,"740","0.68","0","0.00"
"291230","엔피","720","-7","-0.96",,,,,"594","1.21","0","0.00"
"048830","엔피케이","1110","-3","-0.27","60","18.50",,,"2473","0.45","30","2.70"
"096870","엘디티","2295","-55","-2.34","149","15.40",,,"2426","0.95","0","0.00"
"290650","엘앤씨바이오","62200","100","0.16",,,"1060","58.70","8128","7.65","50","0.08"
"066970","엘앤에프","175000","-12300","-6.57",,,"753","232.48","17482","10.01","0","0.00"
"156100","엘앤케이바이오","6150","-60","-0.97",,,,,"2087","2.95","0","0.00"
"0041J0","엘에스스팩1호","2000","0","0.00",,,,,,,"0","0.00"
"073110","엘엠에스","5920","10","0.17",,,,,"10013","0.59","220","3.72"
"083310","엘오티베큠","15230","-1820","-10.67",,,,,"15352","0.99","0","0.00"
"037950","엘컴텍","3035","5","0.17","145","20.93",,,"4885","0.62","0","0.00"
"489500","엘케이켐","32450","-1550","-4.56","708","45.83",,,"9491","3.42","0","0.00"
"170920","엘티씨","40800","-3100","-7.06","501","81.44",,,"12514","3.26","100","0.25"
"058630","엠게임","4845","-105","-2.12","861","5.63",,,"7129","0.68","222","4.58"
"226590","엠디바이스","24600","-1000","-3.91","1035","23.77",,,"4452","5.53","0","0.00"
"058970","엠로","28900","3300","12.89","238","121.43",,,"7728","3.74","0","0.00"
"169330","엠브레인","2050","25","1.23",,,,,"1471","1.39","80","3.90"
"097520","엠씨넥스","22600","-250","-1.09","3145","7.19","2969","7.61","23796","0.95","1000","4.42"
"373170","엠아이큐브솔루션","2770","-180","-6.10","108","25.65",,,"1571","1.76","200","7.22"
"179290","엠아이텍","6200","-140","-2.21","628","9.87",,,"3891","1.59","120","1.94"
"484870","엠앤씨솔루션","100400","-7400","-6.86","4980","20.16","7614","13.19","21270","4.72","2491","2.48"
